Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep,Exp ID,Well ID
1225.0,5.0,0.003236876283016213,19.0,92.0,Appearance type 1,,04d00h00m,VID289,B4
1226.0,19.0,0.023977367262113004,120.0,515.0,Appearance type 2,,04d00h00m,VID289,B4
1227.0,33.0,0.05488352586249501,181.0,326.0,Splitting,[1134.0],04d00h00m,VID289,B4
1166.0,35.0,0.05994778768680816,189.0,507.0,Move large and grow,[1166.0],04d00h00m,VID289,B4
1229.0,41.0,0.07600582529567029,218.0,639.0,Splitting,[1170.0],04d00h00m,VID289,B4
82.0,51.0,0.10544508910554565,277.0,549.0,Move,,04d00h00m,VID289,B4
1134.0,57.0,0.12459005498915514,256.0,316.0,Move large,[1134.0],04d00h00m,VID289,B4
1231.0,63.0,0.14477111463790215,262.0,68.0,Splitting,[178.0],04d00h00m,VID289,B4
1232.0,78.0,0.1994403364034779,288.0,241.0,Possible Coagulation,"[1134.0, 1136.0]",04d00h00m,VID289,B4
1170.0,85.0,0.22688170780285294,300.0,657.0,Move large,[1170.0],04d00h00m,VID289,B4
1234.0,86.0,0.23089725552495632,301.0,764.0,Appearance type 1,,04d00h00m,VID289,B4
132.0,93.0,0.25965429863462747,373.0,397.0,Move,,04d00h00m,VID289,B4
178.0,95.0,0.2680751155978134,389.0,201.0,Move,,04d00h00m,VID289,B4
1192.0,103.0,0.3026404200462817,353.0,502.0,Move,,04d00h00m,VID289,B4
1219.0,155.0,0.5586870968794886,462.0,688.0,Move large,[1219.0],04d00h00m,VID289,B4
160.0,177.0,0.681759178499395,555.0,537.0,Move,,04d00h00m,VID289,B4
1174.0,181.0,0.704999739154436,515.0,95.0,Move large,[1174.0],04d00h00m,VID289,B4
1121.0,212.0,0.8936652800187271,576.0,409.0,Move,,04d00h00m,VID289,B4
861.0,215.0,0.9127015411759491,605.0,312.0,Move large,[861.0],04d00h00m,VID289,B4
1238.0,228.0,0.9967204399132411,570.0,8.0,Move large,[1174.0],04d00h00m,VID289,B4
1178.0,237.0,1.0563154039169151,584.0,747.0,Move large,[1178.0],04d00h00m,VID289,B4
1240.0,239.0,1.0697146544608085,591.0,76.0,Appearance type 2,,04d00h00m,VID289,B4
1241.0,247.0,1.1238711524843406,603.0,123.0,Appearance type 1,,04d00h00m,VID289,B4
864.0,265.0,1.2489351970332863,635.0,107.0,Move large,[864.0],04d00h00m,VID289,B4
1183.0,272.0,1.2987466790359647,671.0,609.0,Move large,[1183.0],04d00h00m,VID289,B4
1244.0,273.0,1.3059154638683166,667.0,419.0,Appearance type 2,,04d00h00m,VID289,B4
868.0,301.0,1.5118922380113702,743.0,737.0,Move large,[868.0],04d00h00m,VID289,B4
1114.0,302.0,1.5194328390147886,754.0,367.0,Coagulation,"[1185.0, 1114.0]",04d00h00m,VID289,B4
1246.0,319.0,1.649518226132814,736.0,550.0,Move large,[1183.0],04d00h00m,VID289,B4
1247.0,321.0,1.6650552259692573,762.0,626.0,Move large,[1183.0],04d00h00m,VID289,B4
1248.0,326.0,1.704109486506513,754.0,222.0,Appearance type 2,,04d00h00m,VID289,B4
1249.0,334.0,1.7672207174999057,772.0,880.0,Move large,[868.0],04d00h00m,VID289,B4
1159.0,344.0,1.8471780441996506,766.0,570.0,Possible Coagulation,"[1183.0, 1159.0]",04d00h00m,VID289,B4
1224.0,366.0,2.0271819102701447,797.0,120.0,Move large,[1224.0],04d00h00m,VID289,B4
