Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep,Exp ID,Well ID
781.0,1.0,0.000289515016143244,4.0,761.0,Move,,01d21h00m,VID289,B4
779.0,3.0,0.0015043641525426669,41.0,473.0,Move,,01d21h00m,VID289,B4
784.0,7.0,0.005361893134737117,62.0,685.0,Move,,01d21h00m,VID289,B4
958.0,12.0,0.012034913220341335,41.0,76.0,Move large,[958.0],01d21h00m,VID289,B4
976.0,18.0,0.022109547366383823,63.0,111.0,Move large and grow,[958.0],01d21h00m,VID289,B4
780.0,20.0,0.025895010264129704,70.0,531.0,Move large and grow,[780.0],01d21h00m,VID289,B4
790.0,44.0,0.08449871581543276,159.0,190.0,Move,,01d21h00m,VID289,B4
124.0,52.0,0.10856156851501006,170.0,24.0,Move,,01d21h00m,VID289,B4
791.0,55.0,0.11809054535921516,173.0,384.0,Move,,01d21h00m,VID289,B4
795.0,56.0,0.12132579185824674,143.0,521.0,Move,,01d21h00m,VID289,B4
603.0,77.0,0.19561726463296106,189.0,716.0,Move large,[603.0],01d21h00m,VID289,B4
919.0,83.0,0.21892140795324685,213.0,643.0,Move,,01d21h00m,VID289,B4
918.0,96.0,0.2723189999710396,216.0,260.0,Move,,01d21h00m,VID289,B4
105.0,99.0,0.28518316587708553,232.0,298.0,Move,,01d21h00m,VID289,B4
657.0,114.0,0.3523938910049457,249.0,387.0,Move,,01d21h00m,VID289,B4
73.0,119.0,0.3758300797125204,266.0,519.0,Move,,01d21h00m,VID289,B4
89.0,120.0,0.380577372187505,269.0,216.0,Move,,01d21h00m,VID289,B4
182.0,125.0,0.40460953537702665,302.0,804.0,Move,,01d21h00m,VID289,B4
951.0,135.0,0.4541211685799009,276.0,18.0,Move,,01d21h00m,VID289,B4
686.0,136.0,0.4591762918949197,289.0,433.0,Move,,01d21h00m,VID289,B4
817.0,168.0,0.6304273073010292,351.0,408.0,Move,,01d21h00m,VID289,B4
694.0,170.0,0.6417183764583291,396.0,114.0,Coagulation,"[694.0, 840.0]",01d21h00m,VID289,B4
160.0,171.0,0.6473889160770508,369.0,579.0,Move,,01d21h00m,VID289,B4
147.0,172.0,0.6530760605562385,345.0,516.0,Move,,01d21h00m,VID289,B4
953.0,181.0,0.704999739154436,356.0,966.0,Move large,[953.0],01d21h00m,VID289,B4
172.0,192.0,0.7702344461018454,374.0,716.0,Move,,01d21h00m,VID289,B4
960.0,211.0,0.8873496389846363,418.0,986.0,Move,,01d21h00m,VID289,B4
173.0,214.0,0.9063412660398271,423.0,501.0,Move,,01d21h00m,VID289,B4
721.0,216.0,0.9190766249022588,399.0,725.0,Move,,01d21h00m,VID289,B4
180.0,217.0,0.9254664828996605,416.0,671.0,Move,,01d21h00m,VID289,B4
159.0,218.0,0.9318710810865638,425.0,402.0,Move,,01d21h00m,VID289,B4
834.0,220.0,0.9447243628737213,424.0,287.0,Move,,01d21h00m,VID289,B4
962.0,236.0,1.0496369206109966,444.0,546.0,Move,,01d21h00m,VID289,B4
980.0,241.0,1.0831700867593808,438.0,603.0,Appearance type 3,,01d21h00m,VID289,B4
711.0,244.0,1.1034580657694057,498.0,647.0,Move,,01d21h00m,VID289,B4
192.0,261.0,1.2207643975640432,497.0,278.0,Move,,01d21h00m,VID289,B4
845.0,276.0,1.3275005726562574,504.0,122.0,Move,,01d21h00m,VID289,B4
848.0,283.0,1.3783221876167409,502.0,582.0,Move,,01d21h00m,VID289,B4
