Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep,Exp ID,Well ID
379.0,1.0,0.000289515016143244,12.0,59.0,Move,,02d12h00m,VID289,B2
22.0,13.0,0.013570196064376257,91.0,524.0,Move,,02d12h00m,VID289,B2
855.0,18.0,0.022109547366383823,109.0,750.0,Move,,02d12h00m,VID289,B2
936.0,24.0,0.03403987499637995,122.0,489.0,Appearance type 3,,02d12h00m,VID289,B2
829.0,26.0,0.038382310636605806,152.0,258.0,Move,,02d12h00m,VID289,B2
81.0,60.0,0.13455442031997064,228.0,486.0,Move,,02d12h00m,VID289,B2
79.0,62.0,0.14133789803890667,212.0,946.0,Move,,02d12h00m,VID289,B2
83.0,67.0,0.15877543017241558,219.0,337.0,Move,,02d12h00m,VID289,B2
862.0,92.0,0.25547760432415745,272.0,12.0,Move,,02d12h00m,VID289,B2
114.0,100.0,0.289515016143244,304.0,620.0,Move,,02d12h00m,VID289,B2
120.0,109.0,0.3294661803139742,304.0,787.0,Move,,02d12h00m,VID289,B2
937.0,112.0,0.3431611606231755,286.0,492.0,Appearance type 3,,02d12h00m,VID289,B2
701.0,118.0,0.3711026921739008,299.0,538.0,Move,,02d12h00m,VID289,B2
133.0,155.0,0.5586870968794886,386.0,318.0,Coagulation,"[133.0, 427.0]",02d12h00m,VID289,B2
150.0,159.0,0.5804526262322638,386.0,699.0,Move,,02d12h00m,VID289,B2
122.0,161.0,0.5914389307647455,366.0,571.0,Move,,02d12h00m,VID289,B2
192.0,194.0,0.782300646042156,425.0,440.0,Move,,02d12h00m,VID289,B2
665.0,195.0,0.7883571504314802,429.0,72.0,Move,,02d12h00m,VID289,B2
180.0,197.0,0.8005167679208838,431.0,874.0,Move,,02d12h00m,VID289,B2
217.0,231.0,1.0164571235458049,492.0,24.0,Move,,02d12h00m,VID289,B2
881.0,233.0,1.0296863973467345,471.0,509.0,Move large,[881.0],02d12h00m,VID289,B2
213.0,239.0,1.0697146544608085,492.0,953.0,Move,,02d12h00m,VID289,B2
214.0,243.0,1.096681467203604,520.0,616.0,Move,,02d12h00m,VID289,B2
216.0,245.0,1.110248565074561,487.0,152.0,Move,,02d12h00m,VID289,B2
202.0,256.0,1.1858535061227273,518.0,462.0,Move,,02d12h00m,VID289,B2
207.0,269.0,1.2773194167345805,533.0,82.0,Move,,02d12h00m,VID289,B2
221.0,271.0,1.2915910600344975,576.0,348.0,Coagulation,"[221.0, 263.0]",02d12h00m,VID289,B2
274.0,289.0,1.4223872743117578,566.0,14.0,Move,,02d12h00m,VID289,B2
867.0,297.0,1.4818551982873653,564.0,897.0,Move,,02d12h00m,VID289,B2
292.0,316.0,1.6263039541348772,621.0,470.0,Move,,02d12h00m,VID289,B2
317.0,327.0,1.7119564910383571,653.0,708.0,Move,,02d12h00m,VID289,B2
265.0,333.0,1.759290041062654,660.0,880.0,Move,,02d12h00m,VID289,B2
300.0,358.0,1.961081460307154,682.0,348.0,Move,,02d12h00m,VID289,B2
939.0,374.0,2.094008775157967,684.0,516.0,Appearance type 3,,02d12h00m,VID289,B2
327.0,382.0,2.161554242922056,730.0,557.0,Move,,02d12h00m,VID289,B2
322.0,387.0,2.204131704377305,706.0,201.0,Move,,02d12h00m,VID289,B2
491.0,391.0,2.238392438667545,735.0,132.0,Move,,02d12h00m,VID289,B2
352.0,401.0,2.324811005777084,749.0,416.0,Move large,[352.0],02d12h00m,VID289,B2
486.0,410.0,2.403515233751589,757.0,14.0,Move,,02d12h00m,VID289,B2
359.0,413.0,2.4299434764923014,763.0,469.0,Move,,02d12h00m,VID289,B2
923.0,415.0,2.447615749567115,776.0,299.0,Move,,02d12h00m,VID289,B2
