Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep,Exp ID,Well ID
1242.0,33.0,0.05488352586249501,49.0,427.0,Move,,04d15h00m,VID289,E2
1244.0,158.0,0.5749852771196342,199.0,728.0,Move,,04d15h00m,VID289,E2
1245.0,199.0,0.8127382670814085,281.0,355.0,Move,,04d15h00m,VID289,E2
1255.0,226.0,0.9836344998696016,291.0,284.0,Move,,04d15h00m,VID289,E2
1256.0,264.0,1.2418724260095197,352.0,650.0,Move,,04d15h00m,VID289,E2
1246.0,268.0,1.2702034413793246,361.0,21.0,Move,,04d15h00m,VID289,E2
1274.0,290.0,1.4297762899058093,421.0,430.0,Appearance type 3,,04d15h00m,VID289,E2
149.0,302.0,1.5194328390147886,604.0,401.0,Move,,04d15h00m,VID289,E2
1248.0,317.0,1.634029855602648,486.0,11.0,Move,,04d15h00m,VID289,E2
1249.0,344.0,1.8471780441996506,529.0,837.0,Move,,04d15h00m,VID289,E2
1250.0,352.0,1.9119876785487193,548.0,816.0,Move,,04d15h00m,VID289,E2
1269.0,378.0,2.1276921621409737,617.0,666.0,Move large,[1269.0],04d15h00m,VID289,E2
1254.0,433.0,2.6085726619821386,772.0,474.0,Move,,04d15h00m,VID289,E2
