Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep,Exp ID,Well ID
1224.0,3.0,0.0015043641525426669,7.0,419.0,Move,,03d03h00m,VID289,D1
541.0,7.0,0.005361893134737117,11.0,928.0,Move,,03d03h00m,VID289,D1
881.0,8.0,0.00655097699744706,25.0,756.0,Move,,03d03h00m,VID289,D1
880.0,12.0,0.012034913220341335,43.0,38.0,Move,,03d03h00m,VID289,D1
679.0,14.0,0.015165723982280842,32.0,372.0,Move,,03d03h00m,VID289,D1
1098.0,18.0,0.022109547366383823,35.0,192.0,Move,,03d03h00m,VID289,D1
887.0,24.0,0.03403987499637995,49.0,313.0,Move,,03d03h00m,VID289,D1
884.0,26.0,0.038382310636605806,41.0,223.0,Move large,[884.0],03d03h00m,VID289,D1
1206.0,27.0,0.040617832118652004,45.0,468.0,Move,,03d03h00m,VID289,D1
1226.0,28.0,0.042895145077896935,42.0,405.0,Move,,03d03h00m,VID289,D1
889.0,31.0,0.04997049307098188,52.0,589.0,Move,,03d03h00m,VID289,D1
1133.0,47.0,0.09328630275845784,71.0,901.0,Move,,03d03h00m,VID289,D1
1238.0,48.0,0.09627930576273068,74.0,254.0,Move large and grow,[884.0],03d03h00m,VID289,D1
686.0,55.0,0.11809054535921516,84.0,110.0,Move,,03d03h00m,VID289,D1
894.0,61.0,0.13793225822117572,86.0,565.0,Move,,03d03h00m,VID289,D1
1087.0,66.0,0.15523405325118997,86.0,869.0,Move,,03d03h00m,VID289,D1
30.0,70.0,0.1695579487618939,134.0,639.0,Coagulation,"[30.0, 62.0]",03d03h00m,VID289,D1
895.0,74.0,0.18429717305323878,104.0,357.0,Move,,03d03h00m,VID289,D1
60.0,77.0,0.19561726463296106,103.0,761.0,Move,,03d03h00m,VID289,D1
40.0,79.0,0.20328799426685965,102.0,204.0,Move,,03d03h00m,VID289,D1
614.0,82.0,0.214976937904994,125.0,491.0,Move,,03d03h00m,VID289,D1
41.0,86.0,0.23089725552495632,111.0,935.0,Move,,03d03h00m,VID289,D1
1195.0,92.0,0.25547760432415745,133.0,12.0,Move,,03d03h00m,VID289,D1
909.0,95.0,0.2680751155978134,127.0,88.0,Move,,03d03h00m,VID289,D1
1239.0,109.0,0.3294661803139742,139.0,800.0,Appearance type 3,,03d03h00m,VID289,D1
63.0,128.0,0.41926252783661183,176.0,311.0,Move,,03d03h00m,VID289,D1
704.0,145.0,0.5055022550860705,174.0,843.0,Coagulation,"[704.0, 922.0]",03d03h00m,VID289,D1
914.0,148.0,0.5212711232778233,182.0,958.0,Move,,03d03h00m,VID289,D1
923.0,150.0,0.5318730468184368,179.0,550.0,Move,,03d03h00m,VID289,D1
457.0,158.0,0.5749852771196342,197.0,60.0,Move,,03d03h00m,VID289,D1
83.0,159.0,0.5804526262322638,195.0,508.0,Move,,03d03h00m,VID289,D1
64.0,163.0,0.6024936868965405,195.0,224.0,Coagulation,"[64.0, 1166.0]",03d03h00m,VID289,D1
458.0,166.0,0.6192032484425899,191.0,128.0,Move,,03d03h00m,VID289,D1
75.0,174.0,0.6644999711528912,214.0,404.0,Move,,03d03h00m,VID289,D1
729.0,182.0,0.7108503408194172,224.0,159.0,Move,,03d03h00m,VID289,D1
66.0,183.0,0.716717037725359,227.0,703.0,Move,,03d03h00m,VID289,D1
927.0,189.0,0.752252778063675,236.0,768.0,Move,,03d03h00m,VID289,D1
1240.0,195.0,0.7883571504314802,232.0,937.0,Appearance type 3,,03d03h00m,VID289,D1
1186.0,196.0,0.7944292042970615,234.0,456.0,Move,,03d03h00m,VID289,D1
87.0,197.0,0.8005167679208838,242.0,983.0,Move,,03d03h00m,VID289,D1
938.0,202.0,0.8311858632672322,245.0,102.0,Move,,03d03h00m,VID289,D1
93.0,205.0,0.8497709602354591,251.0,49.0,Move,,03d03h00m,VID289,D1
950.0,208.0,0.8684925481200805,263.0,304.0,Move,,03d03h00m,VID289,D1
82.0,216.0,0.9190766249022588,271.0,265.0,Move,,03d03h00m,VID289,D1
101.0,217.0,0.9254664828996605,282.0,621.0,Coagulation,"[101.0, 120.0]",03d03h00m,VID289,D1
741.0,218.0,0.9318710810865638,263.0,675.0,Move,,03d03h00m,VID289,D1
737.0,226.0,0.9836344998696016,267.0,122.0,Move,,03d03h00m,VID289,D1
733.0,227.0,0.9901702639627336,272.0,188.0,Move,,03d03h00m,VID289,D1
1241.0,237.0,1.0563154039169151,275.0,217.0,Appearance type 3,,03d03h00m,VID289,D1
152.0,239.0,1.0697146544608085,288.0,513.0,Move,,03d03h00m,VID289,D1
117.0,241.0,1.0831700867593808,285.0,440.0,Move,,03d03h00m,VID289,D1
743.0,252.0,1.1581689171032172,302.0,139.0,Move,,03d03h00m,VID289,D1
179.0,253.0,1.1650696143378991,318.0,786.0,Coagulation,"[179.0, 1208.0]",03d03h00m,VID289,D1
954.0,258.0,1.1997773336923139,305.0,704.0,Move,,03d03h00m,VID289,D1
648.0,259.0,1.2067595381033616,313.0,52.0,Move,,03d03h00m,VID289,D1
103.0,268.0,1.2702034413793246,319.0,411.0,Move,,03d03h00m,VID289,D1
118.0,273.0,1.3059154638683166,310.0,979.0,Move,,03d03h00m,VID289,D1
958.0,288.0,1.4150110314485647,330.0,5.0,Move,,03d03h00m,VID289,D1
961.0,291.0,1.4371780561896863,328.0,515.0,Move,,03d03h00m,VID289,D1
156.0,299.0,1.496848603450607,330.0,744.0,Move,,03d03h00m,VID289,D1
134.0,300.0,1.5043641525426676,348.0,308.0,Move,,03d03h00m,VID289,D1
759.0,302.0,1.5194328390147886,330.0,632.0,Move,,03d03h00m,VID289,D1
144.0,306.0,1.5497199851453538,347.0,204.0,Move,,03d03h00m,VID289,D1
165.0,315.0,1.618590267543821,365.0,888.0,Move,,03d03h00m,VID289,D1
970.0,325.0,1.6962745080470325,364.0,623.0,Move,,03d03h00m,VID289,D1
968.0,335.0,1.7751632751114617,374.0,553.0,Move,,03d03h00m,VID289,D1
183.0,336.0,1.7831176961509327,369.0,715.0,Move,,03d03h00m,VID289,D1
972.0,338.0,1.7990620579238985,381.0,167.0,Move,,03d03h00m,VID289,D1
1182.0,343.0,1.8391293452148314,390.0,752.0,Move,,03d03h00m,VID289,D1
148.0,344.0,1.8471780441996506,389.0,79.0,Move,,03d03h00m,VID289,D1
476.0,355.0,1.936482709413527,396.0,388.0,Move,,03d03h00m,VID289,D1
977.0,359.0,1.9693040174037102,394.0,344.0,Move,,03d03h00m,VID289,D1
770.0,364.0,2.0105883856087137,405.0,686.0,Move,,03d03h00m,VID289,D1
166.0,372.0,2.0772343890770197,424.0,442.0,Move,,03d03h00m,VID289,D1
195.0,377.0,2.119254525882032,415.0,200.0,Move,,03d03h00m,VID289,D1
