Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep,Exp ID,Well ID
937.0,1.0,0.000289515016143244,6.0,590.0,Splitting,[780.0],01d12h00m,VID289,B4
781.0,2.0,0.0008188721246808825,3.0,755.0,Move,,01d12h00m,VID289,B4
779.0,8.0,0.00655097699744706,44.0,482.0,Move,,01d12h00m,VID289,B4
780.0,12.0,0.012034913220341335,27.0,547.0,Move large and grow,[780.0],01d12h00m,VID289,B4
939.0,18.0,0.022109547366383823,44.0,597.0,Possible Coagulation,"[780.0, 911.0]",01d12h00m,VID289,B4
784.0,20.0,0.025895010264129704,53.0,668.0,Move,,01d12h00m,VID289,B4
787.0,28.0,0.042895145077896935,78.0,524.0,Move,,01d12h00m,VID289,B4
789.0,40.0,0.07324214942664548,89.0,719.0,Move,,01d12h00m,VID289,B4
914.0,43.0,0.08163450756952981,97.0,420.0,Move,,01d12h00m,VID289,B4
790.0,56.0,0.12132579185824674,159.0,178.0,Move,,01d12h00m,VID289,B4
791.0,59.0,0.13120461507637457,168.0,382.0,Move,,01d12h00m,VID289,B4
786.0,65.0,0.15171940433972708,147.0,12.0,Move,,01d12h00m,VID289,B4
795.0,70.0,0.1695579487618939,141.0,518.0,Move,,01d12h00m,VID289,B4
794.0,71.0,0.17320427902006474,153.0,614.0,Move,,01d12h00m,VID289,B4
940.0,80.0,0.20716008211303763,141.0,298.0,Appearance type 3,,01d12h00m,VID289,B4
916.0,83.0,0.21892140795324685,151.0,729.0,Move,,01d12h00m,VID289,B4
917.0,104.0,0.30705848509284644,182.0,718.0,Move large and grow,[917.0],01d12h00m,VID289,B4
603.0,106.0,0.3159583898061084,183.0,680.0,Move,,01d12h00m,VID289,B4
601.0,114.0,0.3523938910049457,191.0,31.0,Move,,01d12h00m,VID289,B4
124.0,122.0,0.39013134053026927,238.0,12.0,Move,,01d12h00m,VID289,B4
105.0,132.0,0.43906820689996007,234.0,293.0,Move,,01d12h00m,VID289,B4
918.0,134.0,0.44908473344290484,222.0,245.0,Move,,01d12h00m,VID289,B4
73.0,137.0,0.4642500345537232,260.0,497.0,Coagulation,"[806.0, 73.0]",01d12h00m,VID289,B4
