Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep,Exp ID,Well ID
1048.0,4.0,0.002316120129145952,6.0,130.0,Move,,01d18h00m,VID289,A3
1107.0,11.0,0.010562339476929096,9.0,385.0,Move,,01d18h00m,VID289,A3
1224.0,12.0,0.012034913220341335,4.0,441.0,Edge Appearance type 3,,01d18h00m,VID289,A3
4.0,16.0,0.018528961033167615,16.0,608.0,Move,,01d18h00m,VID289,A3
955.0,17.0,0.02029291685993695,4.0,724.0,Move,,01d18h00m,VID289,A3
8.0,18.0,0.022109547366383823,10.0,806.0,Coagulation,"[23.0, 8.0]",01d18h00m,VID289,A3
3.0,20.0,0.025895010264129704,22.0,524.0,Move,,01d18h00m,VID289,A3
1225.0,22.0,0.02987480747732374,14.0,4.0,Edge Appearance type 3,,01d18h00m,VID289,A3
1.0,23.0,0.03193470054051968,19.0,29.0,Move,,01d18h00m,VID289,A3
18.0,25.0,0.0361893770179055,34.0,363.0,Coagulation,"[1106.0, 18.0]",01d18h00m,VID289,A3
842.0,29.0,0.04521349620607567,14.0,933.0,Move,,01d18h00m,VID289,A3
15.0,36.0,0.0625352434869407,29.0,266.0,Move,,01d18h00m,VID289,A3
1007.0,39.0,0.07051280715651272,22.0,566.0,Move,,01d18h00m,VID289,A3
2.0,40.0,0.07324214942664548,39.0,87.0,Move,,01d18h00m,VID289,A3
956.0,41.0,0.07600582529567029,27.0,228.0,Move,,01d18h00m,VID289,A3
1161.0,43.0,0.08163450756952981,30.0,677.0,Move large and grow,[1161.0],01d18h00m,VID289,A3
619.0,44.0,0.08449871581543276,31.0,749.0,Move,,01d18h00m,VID289,A3
627.0,51.0,0.10544508910554565,39.0,417.0,Move,,01d18h00m,VID289,A3
1227.0,58.0,0.12788307907387347,39.0,712.0,Move large and grow,[1161.0],01d18h00m,VID289,A3
1228.0,59.0,0.13120461507637457,39.0,151.0,Splitting,[41.0],01d18h00m,VID289,A3
9.0,68.0,0.1623433348794956,50.0,856.0,Move,,01d18h00m,VID289,A3
900.0,72.0,0.17687637893107058,58.0,459.0,Move,,01d18h00m,VID289,A3
1164.0,83.0,0.21892140795324685,68.0,541.0,Move,,01d18h00m,VID289,A3
28.0,85.0,0.22688170780285294,65.0,249.0,Move,,01d18h00m,VID289,A3
12.0,86.0,0.23089725552495632,66.0,320.0,Move large and grow,[12.0],01d18h00m,VID289,A3
1201.0,91.0,0.2513235482010892,63.0,404.0,Move,,01d18h00m,VID289,A3
623.0,93.0,0.25965429863462747,62.0,757.0,Move,,01d18h00m,VID289,A3
36.0,98.0,0.2808731387655427,63.0,629.0,Move,,01d18h00m,VID289,A3
1165.0,102.0,0.2982437501974043,66.0,205.0,Move,,01d18h00m,VID289,A3
741.0,104.0,0.30705848509284644,79.0,163.0,Move,,01d18h00m,VID289,A3
49.0,106.0,0.3159583898061084,79.0,724.0,Move,,01d18h00m,VID289,A3
41.0,113.0,0.3477673125334168,77.0,122.0,Move,,01d18h00m,VID289,A3
629.0,114.0,0.3523938910049457,83.0,851.0,Move,,01d18h00m,VID289,A3
13.0,117.0,0.3663952937381591,87.0,662.0,Move,,01d18h00m,VID289,A3
