Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep,Exp ID,Well ID
884.0,2.0,0.0008188721246808825,4.0,490.0,Edge Appearance type 3,,01d06h00m,VID289,B4
780.0,3.0,0.0015043641525426669,3.0,569.0,Move,,01d06h00m,VID289,B4
781.0,4.0,0.002316120129145952,6.0,752.0,Move,,01d06h00m,VID289,B4
885.0,5.0,0.003236876283016213,17.0,434.0,Appearance type 3,,01d06h00m,VID289,B4
782.0,8.0,0.00655097699744706,25.0,546.0,Move,,01d06h00m,VID289,B4
779.0,17.0,0.02029291685993695,36.0,477.0,Move,,01d06h00m,VID289,B4
785.0,21.0,0.027861214002358324,54.0,81.0,Move,,01d06h00m,VID289,B4
783.0,24.0,0.03403987499637995,39.0,608.0,Move,,01d06h00m,VID289,B4
784.0,25.0,0.0361893770179055,46.0,672.0,Move,,01d06h00m,VID289,B4
787.0,31.0,0.04997049307098188,67.0,530.0,Move,,01d06h00m,VID289,B4
599.0,41.0,0.07600582529567029,122.0,810.0,Move,,01d06h00m,VID289,B4
789.0,44.0,0.08449871581543276,87.0,722.0,Move,,01d06h00m,VID289,B4
786.0,59.0,0.13120461507637457,128.0,12.0,Move large and grow,[786.0],01d06h00m,VID289,B4
794.0,65.0,0.15171940433972708,137.0,633.0,Move,,01d06h00m,VID289,B4
793.0,71.0,0.17320427902006474,133.0,959.0,Move,,01d06h00m,VID289,B4
790.0,73.0,0.18057406890450847,162.0,185.0,Move,,01d06h00m,VID289,B4
791.0,76.0,0.19181893809690403,168.0,364.0,Coagulation,"[791.0, 797.0]",01d06h00m,VID289,B4
568.0,78.0,0.1994403364034779,137.0,700.0,Move,,01d06h00m,VID289,B4
887.0,79.0,0.20328799426685965,136.0,739.0,Appearance type 3,,01d06h00m,VID289,B4
788.0,82.0,0.214976937904994,131.0,281.0,Move large and grow,[788.0],01d06h00m,VID289,B4
795.0,83.0,0.21892140795324685,140.0,517.0,Move,,01d06h00m,VID289,B4
98.0,110.0,0.3340105016700744,180.0,714.0,Move,,01d06h00m,VID289,B4
603.0,115.0,0.35704080624850654,177.0,682.0,Move,,01d06h00m,VID289,B4
601.0,124.0,0.399763944567855,184.0,33.0,Move,,01d06h00m,VID289,B4
76.0,128.0,0.41926252783661183,213.0,842.0,Move,,01d06h00m,VID289,B4
801.0,129.0,0.4241853442838752,202.0,765.0,Move large,[801.0],01d06h00m,VID289,B4
115.0,134.0,0.44908473344290484,213.0,248.0,Move large,[115.0],01d06h00m,VID289,B4
804.0,135.0,0.4541211685799009,220.0,293.0,Move,,01d06h00m,VID289,B4
85.0,138.0,0.46934232847713225,228.0,463.0,Move,,01d06h00m,VID289,B4
124.0,140.0,0.4795823014944653,246.0,15.0,Move,,01d06h00m,VID289,B4
807.0,147.0,0.5159969043221347,228.0,897.0,Move large,[807.0],01d06h00m,VID289,B4
658.0,150.0,0.5318730468184368,233.0,634.0,Move large,[658.0],01d06h00m,VID289,B4
808.0,155.0,0.5586870968794886,241.0,60.0,Move,,01d06h00m,VID289,B4
82.0,157.0,0.569535202483751,266.0,547.0,Move,,01d06h00m,VID289,B4
121.0,159.0,0.5804526262322638,253.0,384.0,Move,,01d06h00m,VID289,B4
