Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep,Exp ID,Well ID
60.0,66.0,0.15523405325118997,143.0,104.0,Move,,03d15h00m,VID289,E6
879.0,122.0,0.39013134053026927,216.0,582.0,Move,,03d15h00m,VID289,E6
880.0,134.0,0.44908473344290484,247.0,456.0,Move,,03d15h00m,VID289,E6
116.0,164.0,0.6080466023653623,303.0,880.0,Move,,03d15h00m,VID289,E6
881.0,169.0,0.636064490466707,301.0,762.0,Move,,03d15h00m,VID289,E6
902.0,251.0,1.1512818981808104,411.0,682.0,Move,,03d15h00m,VID289,E6
144.0,256.0,1.1858535061227273,566.0,447.0,Move,,03d15h00m,VID289,E6
897.0,319.0,1.649518226132814,542.0,169.0,Move,,03d15h00m,VID289,E6
898.0,342.0,1.8310923704923658,583.0,805.0,Move,,03d15h00m,VID289,E6
909.0,344.0,1.8471780441996506,601.0,721.0,Appearance type 1,,03d15h00m,VID289,E6
849.0,394.0,2.264203340201578,766.0,68.0,Move,,03d15h00m,VID289,E6
905.0,402.0,2.333512725679912,787.0,807.0,Move,,03d15h00m,VID289,E6
