Day,Total Area,Mean Area,Cluster Count,Total Volume,Mean Volume
0.25,171620.0,457.6533333333333,375,3092627.917811921,8247.00778083179
0.375,161756.0,470.22093023255815,344,2942839.203587268,8554.765126707174
0.5,161900.0,486.1861861861862,333,2946266.951740131,8847.648503724116
0.625,153740.0,510.7641196013289,301,2887001.9303772165,9591.36853945919
0.75,158154.0,545.3586206896551,290,3103184.5027967347,10700.636216540464
0.875,158472.0,598.0075471698113,265,3300110.996284168,12453.249042581767
1.0,157918.0,629.1553784860557,251,3393090.706707492,13518.289668157338
1.125,162005.0,658.5569105691056,246,3546133.5075945645,14415.176860140506
1.25,157683.0,682.6103896103896,231,3544059.4592274483,15342.248741244364
1.375,164933.0,710.9181034482758,232,3760242.8417406604,16207.943283364915
1.5,167238.0,749.9461883408072,223,3973205.575739611,17817.065362061036
1.625,164958.0,763.6944444444445,216,3987617.875701015,18461.19386898618
1.75,168091.0,804.2631578947369,209,4227872.067055528,20229.052952418795
1.875,168357.0,825.2794117647059,204,4290448.167261835,21031.608663048213
2.0,167956.0,874.7708333333334,192,4362315.038660262,22720.39082635553
2.125,168221.0,904.4139784946236,186,4443162.988626715,23887.973057132876
2.25,167593.0,901.0376344086021,186,4452908.765493182,23940.369706952595
2.375,166818.0,911.5737704918033,183,4408634.945853259,24090.901343460435
2.5,164783.0,941.6171428571429,175,4459138.32448426,25480.790425624342
2.625,166425.0,984.7633136094674,169,4549918.411316657,26922.594149802706
2.75,165190.0,989.1616766467066,167,4463779.74301197,26729.22001803575
2.875,166148.0,1000.8915662650602,166,4569411.617503187,27526.57600905534
3.0,172814.0,1129.5032679738563,153,5156941.150642376,33705.49771661684
3.125,172322.0,1141.205298013245,151,5145072.136916915,34073.32541004579
3.25,169873.0,1103.0714285714287,154,4957772.4480041005,32193.32758444221
3.375,169034.0,1112.0657894736842,152,4908270.049573482,32291.25032614133
3.5,167977.0,1134.9797297297298,148,4935615.806415625,33348.75544875422
3.625,167554.0,1124.523489932886,149,4945430.791301109,33190.81067987321
3.75,165408.0,1110.1208053691275,149,4827043.262494706,32396.263506675878
3.875,166513.0,1156.3402777777778,144,4916528.638044314,34142.55998641885
4.0,167095.0,1228.639705882353,136,5162617.704932773,37960.42430097627
4.125,160368.0,1162.0869565217392,138,4828146.189689681,34986.56659195421
4.25,161807.0,1216.593984962406,133,4978045.507300381,37428.91358872467
4.375,157851.0,1135.6187050359713,139,4735173.685057053,34065.997734223405
4.5,160971.0,1174.970802919708,137,4871563.607980192,35558.85845241016
4.625,159803.0,1183.7259259259258,135,4818111.766993353,35689.71679254335
4.75,156140.0,1173.984962406015,133,4642041.926946964,34902.57087930048
4.875,183655.0,1749.095238095238,105,8089438.470907496,77042.27115149997
5.0,180727.0,1825.5252525252524,99,8110104.297723776,81920.2454315533
