Day,Total Area,Mean Area,Cluster Count,Total Volume,Mean Volume
0.25,185777.0,514.617728531856,361,3648223.170349842,10105.88135830981
0.375,169294.0,524.1300309597523,323,3262865.2322797505,10101.749945138547
0.5,166495.0,586.25,284,3422806.1162676257,12052.13421220995
0.625,152772.0,644.6075949367089,237,3381037.794146883,14265.982253784316
0.75,147695.0,769.2447916666666,192,3641225.319195699,18964.715204144264
0.875,140230.0,967.1034482758621,145,4102618.5513699637,28293.921043930783
1.0,135044.0,1089.0645161290322,124,4100015.4221109403,33064.64050089468
1.125,129254.0,1292.54,100,4385082.751616076,43850.82751616076
1.25,126825.0,1546.6463414634147,82,5056427.126057222,61663.74543972222
1.375,116633.0,1976.8305084745762,59,5689442.423850261,96431.22752288578
1.5,114360.0,2079.2727272727275,55,6862109.637073322,124765.62976496949
1.625,111605.0,2480.1111111111113,45,8460955.315374449,188021.2292305433
1.75,104352.0,2545.170731707317,41,8201603.33856501,200039.10581865878
1.875,99502.0,2689.2432432432433,37,8455043.609515239,228514.6921490605
2.0,94584.0,2955.75,32,7848227.110188705,245257.09719339703
2.125,90837.0,3244.1785714285716,28,9632934.834452221,344033.3869447222
2.25,86099.0,3311.5,26,9541076.513120575,366964.48127386824
2.375,82424.0,3746.5454545454545,22,10560833.424842881,480037.8829474037
2.5,78426.0,3267.75,24,9473656.024924891,394735.6677052038
2.625,74838.0,3253.8260869565215,23,8775747.413476447,381554.23536854115
2.75,74988.0,3260.3478260869565,23,8455954.13650244,367650.17984793213
2.875,77125.0,3085.0,25,8533965.401195757,341358.61604783026
3.0,84647.0,7053.916666666667,12,15714712.912564525,1309559.409380377
3.125,79713.0,5693.785714285715,14,14175536.622495469,1012538.3301782478
3.25,75716.0,5824.307692307692,13,13334586.812234577,1025737.4470949675
3.375,72594.0,6049.5,12,12247678.293967301,1020639.8578306084
3.5,69944.0,7771.555555555556,9,11781503.959101355,1309055.995455706
3.625,68952.0,5746.0,12,11162927.108060656,930243.9256717213
3.75,68850.0,6259.090909090909,11,11285502.613627227,1025954.7830570206
3.875,67701.0,6770.1,10,11141327.169727067,1114132.7169727066
4.0,69025.0,6275.0,11,11195513.328705162,1017773.9389731965
4.125,69305.0,6930.5,10,11413307.673337985,1141330.7673337986
4.25,68788.0,7643.111111111111,9,11404111.150885673,1267123.4612095193
4.375,68514.0,7612.666666666667,9,11271862.46630532,1252429.1629228133
4.5,67765.0,7529.444444444444,9,11007459.025376152,1223051.0028195726
4.625,66270.0,7363.333333333333,9,10600961.454074312,1177884.6060082568
4.75,65931.0,6593.1,10,10391339.677847242,1039133.9677847242
4.875,64566.0,8070.75,8,11607921.009380255,1450990.1261725319
5.0,64628.0,5875.272727272727,11,11495840.156240318,1045076.377840029
