Day,Total Area,Mean Area,Cluster Count,Total Volume,Mean Volume
0.25,251602.0,680.0054054054054,370,6428649.967753001,17374.729642575676
0.375,206032.0,532.3824289405685,387,4098356.8710453114,10590.06943422561
0.5,188548.0,517.989010989011,364,3648113.8386494247,10022.290765520398
0.625,175765.0,563.349358974359,312,3567987.9090091255,11435.858682721557
0.75,170308.0,623.8388278388278,273,3652502.774606165,13379.131042513425
0.875,162203.0,696.1502145922747,233,3663205.545085744,15721.91221066843
1.0,159341.0,788.8168316831683,202,3937463.9624714437,19492.395853819027
1.125,153430.0,871.7613636363636,176,4080549.7814474907,23184.94194004256
1.25,153265.0,1079.3309859154929,142,4731207.067376896,33318.35962941476
1.375,147103.0,1205.7622950819673,122,4891837.332799237,40097.027318026536
1.5,142436.0,1331.177570093458,107,4968721.8898821045,46436.653176468266
1.625,142506.0,1439.4545454545455,99,5262155.473754371,53153.08559347849
1.75,135929.0,1562.4022988505747,87,5254051.233957931,60391.39349376933
1.875,136307.0,1662.280487804878,82,5287909.138956334,64486.696816540665
2.0,135087.0,1754.3766233766235,77,5617590.635753797,72955.7225422571
2.125,133593.0,1881.5915492957747,71,5830318.783412797,82117.16596356053
2.25,131571.0,1879.5857142857142,70,5802050.431195575,82886.43473136536
2.375,125176.0,2158.206896551724,58,5785002.653791647,99741.42506537323
2.5,122052.0,2302.867924528302,53,6089751.781818041,114900.97701543474
2.625,120091.0,2309.4423076923076,52,5879770.4314377755,113072.5082968803
2.75,118818.0,2329.764705882353,51,6096097.838490889,119531.33016648803
2.875,119111.0,2430.8367346938776,49,6103145.098788718,124553.98160793302
3.0,118663.0,2894.2195121951218,41,7166797.430346546,174799.9373255255
3.125,116551.0,2913.775,40,6858151.023145775,171453.7755786444
3.25,115763.0,2756.2619047619046,42,6729276.675780229,160220.8732328626
3.375,113653.0,3071.7027027027025,37,7211052.021323667,194893.2978736126
3.5,114996.0,2874.9,40,7476254.155428901,186906.35388572252
3.625,113038.0,2974.684210526316,38,7839298.433414524,206297.32719511905
3.75,113047.0,2898.641025641026,39,7684581.835355335,197040.55988090602
3.875,113773.0,2917.25641025641,39,7987129.375056137,204798.1891040035
4.0,111635.0,3017.162162162162,37,7683917.772675574,207673.45331555605
4.125,110593.0,3252.735294117647,34,7664155.066781095,225416.32549356163
4.25,108213.0,3279.181818181818,33,7335645.04866485,222292.27420196516
4.375,107757.0,3265.3636363636365,33,7199844.792483501,218177.11492374245
4.5,106393.0,3129.205882352941,34,7083906.258130172,208350.18406265212
4.625,106359.0,3128.205882352941,34,6999071.887815081,205855.05552397296
4.75,104821.0,3275.65625,32,6906629.984660089,215832.18702062778
4.875,118644.0,4563.2307692307695,26,11481703.781236798,441603.9915860307
5.0,113816.0,4377.538461538462,26,10622186.482987864,408545.63396107167
