Day,Total Area,Mean Area,Cluster Count,Total Volume,Mean Volume
0.25,252706.0,668.5343915343915,378,6092155.85178644,16116.81442271545
0.375,202829.0,504.5497512437811,402,3856579.1874840716,9593.480565880775
0.5,181760.0,499.34065934065933,364,3423792.350031159,9406.022939646042
0.625,168600.0,535.2380952380952,315,3284188.083423808,10425.993915631137
0.75,160815.0,580.5595667870036,277,3272412.691311223,11813.764228560372
0.875,160398.0,662.801652892562,242,3514556.759454134,14522.961815926174
1.0,158351.0,764.9806763285025,207,3952449.3870311445,19093.958391454806
1.125,150399.0,889.9349112426036,169,4019731.6294107744,23785.394256868487
1.25,146744.0,1048.1714285714286,140,4443887.1946412325,31742.051390294517
1.375,132711.0,1240.2897196261683,107,4564275.687357396,42656.782124835474
1.5,134961.0,1349.61,100,5045518.784651864,50455.187846518646
1.625,130078.0,1512.5348837209303,86,5107535.515901818,59389.94785932347
1.75,124321.0,1614.5584415584415,77,4873287.409339648,63289.44687454088
1.875,123442.0,1645.8933333333334,75,4895698.749143513,65275.9833219135
2.0,122642.0,1803.5588235294117,68,4964976.820277717,73014.36500408407
2.125,121693.0,2098.155172413793,58,5273384.565433619,90920.42354195894
2.25,120760.0,2464.4897959183672,49,5711455.519993542,116560.31673456207
2.375,115771.0,2516.7608695652175,46,5555482.604850008,120771.36097500018
2.5,115605.0,2819.6341463414633,41,5882133.354936787,143466.66719358016
2.625,113228.0,2830.7,40,5731389.216458663,143284.7304114666
2.75,114120.0,2783.4146341463415,41,5737313.762565576,139934.48201379454
2.875,112916.0,2754.048780487805,41,5935371.562956845,144765.1600721182
3.0,119597.0,3517.5588235294117,34,7476002.313413631,219882.42098275386
3.125,117147.0,3660.84375,32,7052663.622799238,220395.7382124762
3.25,112940.0,4343.846153846154,26,7285967.738172415,280229.52839124674
3.375,109371.0,4374.84,25,7015380.380486137,280615.21521944547
3.5,108529.0,4522.041666666667,24,7328002.84270201,305333.4517792504
3.625,106327.0,4430.291666666667,24,7035306.773979139,293137.7822491308
3.75,105070.0,4568.260869565217,23,6854980.408132034,298042.62644052325
3.875,103702.0,4148.08,25,7169365.26985747,286774.6107942988
4.0,103076.0,4123.04,25,7004580.320985283,280183.21283941134
4.125,102595.0,4103.8,25,6905232.186874873,276209.2874749949
4.25,102865.0,4472.391304347826,23,7735688.379514045,336334.27737017587
4.375,101575.0,4232.291666666667,24,7585765.822507104,316073.575937796
4.5,100825.0,4383.695652173913,23,7396800.283571844,321600.0123292106
4.625,100037.0,4349.434782608696,23,7208034.055933039,313392.7850405669
4.75,99301.0,4137.541666666667,24,7139016.2575807,297459.01073252916
4.875,101146.0,6321.625,16,13743970.081913944,858998.1301196215
5.0,96877.0,6458.466666666666,15,12636761.672668455,842450.778177897
