Day,Total Area,Mean Area,Cluster Count,Total Volume,Mean Volume
0.25,236090.0,523.4811529933481,451,5262215.530681084,11667.88366004675
0.375,198349.0,414.0897703549061,479,3707484.0565767847,7740.050222498507
0.5,184287.0,407.7146017699115,452,3335523.791039748,7379.477413804752
0.625,184346.0,406.0484581497797,454,3279785.619473091,7224.197399720464
0.75,177953.0,437.2309582309582,407,3279002.8689494417,8056.518105526884
0.875,168538.0,442.3569553805774,381,3097848.9797415864,8130.837217169518
1.0,175587.0,485.04696132596683,362,3372300.4917517714,9315.7472147839
1.125,177228.0,502.06232294617564,353,3444372.7163922098,9757.429791479348
1.25,176278.0,519.9941002949853,339,3517453.8714879462,10375.970122383322
1.375,175981.0,549.940625,320,3607031.200954172,11271.972502981787
1.5,173308.0,581.5704697986578,298,3649159.9330969695,12245.503131197884
1.625,175503.0,613.6468531468531,286,3824232.9967055544,13371.444044425016
1.75,175603.0,640.8868613138686,274,3874975.42002979,14142.246058502884
1.875,180022.0,669.2267657992566,269,4079604.807774393,15165.817129272837
2.0,174432.0,689.4545454545455,253,3941343.186639293,15578.431567744241
2.125,181274.0,716.498023715415,253,4246725.885715,16785.477809150198
2.25,181488.0,734.7692307692307,247,4449816.036279067,18015.449539591365
2.375,181768.0,754.2240663900415,241,4574983.856200658,18983.335502907295
2.5,181431.0,788.8304347826087,230,4623538.990737588,20102.343437989515
2.625,181342.0,805.9644444444444,225,4697968.092104046,20879.85818712909
2.75,182762.0,846.1203703703703,216,4852890.9630191345,22467.087791755253
2.875,181084.0,846.1869158878504,214,4759757.3449634705,22241.85675216575
3.0,179584.0,839.1775700934579,214,4700120.565578482,21963.18021298356
3.125,178451.0,879.0689655172414,203,4737400.304165654,23336.947311160857
3.25,177344.0,895.6767676767677,198,4830130.110092447,24394.59651561842
3.375,178517.0,870.8146341463415,205,4768065.248971443,23258.85487303143
3.5,179507.0,897.535,200,4894707.045135303,24473.535225676518
3.625,178119.0,868.8731707317073,205,4776447.334328333,23299.74309428455
3.75,169878.0,908.4385026737968,187,4745500.914861314,25377.010239900075
3.875,175904.0,940.663101604278,187,4940938.9923407715,26422.133648881132
4.0,171869.0,939.1748633879781,183,4805183.945565227,26257.835768115998
4.125,170002.0,904.2659574468086,188,4652646.000590621,24748.117024418196
4.25,169074.0,885.2041884816754,191,4566996.050680656,23910.974087333278
4.375,171435.0,921.6935483870968,186,4756214.8901806,25571.047796669893
4.5,168136.0,908.8432432432433,185,4606420.529333336,24899.570428828843
4.625,169336.0,925.3333333333334,183,4675641.857847907,25549.95550736561
4.75,171455.0,931.820652173913,184,4765320.777219829,25898.482484890377
4.875,170977.0,904.6402116402116,189,4727557.383039385,25013.531127192513
5.0,174860.0,940.1075268817204,186,4949845.955073599,26612.075027277413
