Day,Total Area,Mean Area,Cluster Count,Total Volume,Mean Volume
0.25,221092.0,443.9598393574297,498,4108869.1199930045,8250.74120480523
0.375,184407.0,390.69279661016947,472,3152178.3751961496,6678.34401524608
0.5,169521.0,388.8096330275229,436,2878961.75469061,6603.123290574793
0.625,174810.0,404.65277777777777,432,2955081.221114519,6840.465789616942
0.75,175607.0,421.11990407673864,417,3047289.8697397746,7307.649567721282
0.875,171821.0,434.9898734177215,395,3026638.980827323,7662.377166651451
1.0,175791.0,476.3983739837398,369,3223409.6844609226,8735.527600165102
1.125,175541.0,493.0926966292135,356,3304903.5350826727,9283.436896299643
1.25,167930.0,502.78443113772454,334,3195895.2111411802,9568.54853635084
1.375,179597.0,552.6061538461538,325,3637963.850676799,11193.734925159382
1.5,175810.0,558.1269841269841,315,3539489.360786653,11236.47416122747
1.625,176848.0,583.6567656765676,303,3603161.3002114147,11891.621452842954
1.75,176760.0,603.2764505119454,293,3692348.6023269454,12601.8723628906
1.875,180814.0,650.410071942446,278,4044724.156307729,14549.367468732838
2.0,177910.0,668.8345864661654,266,3921867.8864316335,14743.864234705388
2.125,177462.0,704.2142857142857,252,4025947.673528525,15975.982831462401
2.25,175183.0,723.896694214876,242,4023909.7033642214,16627.726046959593
2.375,178124.0,730.016393442623,244,4090130.3340526195,16762.82923792057
2.5,179040.0,775.0649350649351,231,4350165.338359011,18831.88458164074
2.625,176334.0,770.0174672489082,229,4270813.597207882,18649.84103584228
2.75,175672.0,805.8348623853211,218,4373041.158490317,20059.821827937234
2.875,172657.0,803.0558139534884,215,4273333.222715898,19875.968477748364
3.0,170576.0,820.0769230769231,208,4252978.285945883,20447.010990124436
3.125,172039.0,839.2146341463415,205,4308465.959175473,21016.90711792914
3.25,171486.0,870.4873096446701,197,4323597.8425682355,21947.197170397136
3.375,169214.0,900.0744680851063,188,4361186.572492233,23197.800917511875
3.5,171163.0,882.2835051546392,194,4419543.319677494,22781.151132358213
3.625,166142.0,898.0648648648648,185,4300813.19889591,23247.638912950864
3.75,166375.0,904.2119565217391,184,4336905.267087829,23570.137321129507
3.875,164207.0,892.429347826087,184,4226009.042591365,22967.440448866113
4.0,161426.0,896.8111111111111,180,4119318.9249727214,22885.10513873734
4.125,160299.0,895.5251396648044,179,4104828.869477517,22932.004857416297
4.25,159634.0,891.8100558659218,179,4087121.3381329435,22833.08010130136
4.375,158955.0,878.2044198895028,181,4069558.8862107815,22483.750752545755
4.5,159243.0,889.6256983240223,179,4035590.309637635,22545.197260545447
4.625,159195.0,889.3575418994413,179,4030102.929356941,22514.54150478738
4.75,158027.0,897.8806818181819,176,4020289.4287130777,22842.553572233395
4.875,162355.0,901.9722222222222,180,4164436.449836205,23135.758054645583
5.0,160766.0,903.1797752808989,178,4137391.111628445,23243.770290047443
